accident_date,accident_time,step,ad_state,acman_rec,acfem_rec,deadman_rec,deadfem_rec,cause_type
2020-10-21 19:53:53,19:53:53,เฉลิมมหานคร,ปกติ,2,0,0,0,ขับรถเร็วเกินไป
2020-10-21 08:14:14,08:14:14,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-20 23:37:37,23:37:37,อุดรรัถยา,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-20 23:15:15,23:15:15,ฉลองรัช,ปกติ,2,0,0,0,ขับรถเร็วเกินไป
2020-10-19 19:58:58,19:58:58,เฉลิมมหานคร,ปกติ,0,0,0,0,ระบบไฟฟ้าขัดข้อง
2020-10-19 18:18:18,18:18:18,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ฝ่าฝืนสัญญาณ/ป้ายจราจร
2020-10-19 17:00:00,17:00:00,บูรพาวิถี,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2020-10-19 16:58:58,16:58:58,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-19 06:05:05,06:05:05,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-18 08:04:04,08:04:04,ศรีรัช,ฝนตก,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-18 02:25:25,02:25:25,ศรีรัช,ฝนตก,0,0,0,0,หลับใน
2020-10-17 14:04:04,14:04:04,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-17 04:26:26,04:26:26,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-17 00:06:06,00:06:06,ฉลองรัช,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2020-10-16 21:44:44,21:44:44,เฉลิมมหานคร,ปกติ,0,0,0,0,บรรทุกเกิน/ของตกหล่น
2020-10-16 17:49:49,17:49:49,อุดรรัถยา,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-16 02:22:22,02:22:22,ศรีรัช,ฝนตก,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-16 01:31:31,01:31:31,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-15 10:04:04,10:04:04,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-14 12:39:39,12:39:39,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,มึนเมา
2020-10-14 12:16:16,12:16:16,บูรพาวิถี,ปกติ,2,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-14 06:40:40,06:40:40,อุดรรัถยา,ปกติ,0,0,0,0,ยางแตก
2020-10-14 04:53:53,04:53:53,เฉลิมมหานคร,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-13 21:47:47,21:47:47,บูรพาวิถี,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-13 15:37:37,15:37:37,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,สภาพแวดล้อม
2020-10-13 13:08:08,13:08:08,อุดรรัถยา,ปกติ,0,0,0,0,เพลิงไหม้
2020-10-12 23:25:25,23:25:25,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-12 19:40:40,19:40:40,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-12 17:37:37,17:37:37,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-12 17:17:17,17:17:17,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-11 16:45:45,16:45:45,ศรีรัช,ปกติ,0,0,0,0,หลับใน
2020-10-11 12:26:26,12:26:26,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-11 01:45:45,01:45:45,เฉลิมมหานคร,ฝนตก,0,0,0,0,ขับรถเร็วเกินไป
2020-10-10 23:36:36,23:36:36,ศรีรัช,ปกติ,0,1,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-10 06:44:44,06:44:44,ศรีรัช,ปกติ,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-10 05:13:13,05:13:13,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-10 01:17:17,01:17:17,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-09 22:27:27,22:27:27,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-09 01:52:52,01:52:52,ศรีรัช,ฝนตก,1,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-08 20:56:56,20:56:56,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เบรคกระทันหัน
2020-10-08 16:49:49,16:49:49,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-08 07:15:15,07:15:15,ศรีรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-07 23:23:23,23:23:23,บูรพาวิถี,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2020-10-07 23:20:20,23:20:20,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-07 18:02:02,18:02:02,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-07 13:32:32,13:32:32,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-06 14:47:47,14:47:47,ทางหลวงพิเศษหมายเลข 37,ปกติ,0,0,0,0,ฝ่าฝืนสัญญาณ/ป้ายจราจร
2020-10-06 14:25:25,14:25:25,บูรพาวิถี,ปกติ,0,0,0,0,เหยียบเบรคกระทันหัน
2020-10-06 14:05:05,14:05:05,อุดรรัถยา,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-06 09:30:30,09:30:30,ศรีรัช-วงแหวนรอบนอก,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-06 05:32:32,05:32:32,บางพลี-สุขสวัสดิ์,ปกติ,0,1,0,0,พลัดหลง
2020-10-04 21:48:48,21:48:48,ทางหลวงพิเศษหมายเลข 37,ปกติ,1,0,0,0,ขับรถเร็วเกินไป
2020-10-04 07:00:00,07:00:00,ฉลองรัช,ปกติ,1,0,0,0,สภาพแวดล้อม
2020-10-03 21:46:46,21:46:46,บูรพาวิถี,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-03 18:39:39,18:39:39,บางพลี-สุขสวัสดิ์,ปกติ,1,0,0,0,โรคประจำตัว
2020-10-03 14:09:09,14:09:09,อุดรรัถยา,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-03 13:14:14,13:14:14,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-03 08:01:01,08:01:01,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,กระจกแตก
2020-10-02 16:08:08,16:08:08,เฉลิมมหานคร,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
2020-10-02 11:30:30,11:30:30,บูรพาวิถี,ปกติ,0,0,0,0,ล้อหลุด
2020-10-02 09:44:44,09:44:44,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เบรคขัดข้อง
2020-10-02 09:24:24,09:24:24,บางพลี-สุขสวัสดิ์,ปกติ,0,1,0,0,ขับรถเร็วเกินไป
2020-10-02 08:19:19,08:19:19,อุดรรัถยา,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-02 08:19:19,08:19:19,บางพลี-สุขสวัสดิ์,ปกติ,0,0,0,0,เบรคกระทันหัน
2020-10-02 07:15:15,07:15:15,บูรพาวิถี,ปกติ,0,0,0,0,เพลิงไหม้
2020-10-02 01:50:50,01:50:50,เฉลิมมหานคร,ถนนเปียกลื่น,2,1,0,0,ใช้ความเร็วเข้าโค้ง
2020-10-02 00:50:50,00:50:50,ศรีรัช,ฝนตก,0,0,0,0,หลับใน
2020-10-01 16:40:40,16:40:40,ฉลองรัช,ปกติ,0,0,0,0,เปลี่ยนช่องทางกระทันหัน
2020-10-01 00:23:23,00:23:23,ฉลองรัช,ปกติ,0,0,0,0,ขับรถเร็วเกินไป
